Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
40,1,3,7,4,39.126701888776736,51,4,16,2,0
35,1,3,12,2,30.246544698936084,100,88,56,1,1
42,1,3,13,3,14.311575074940512,55,85,82,1,1
47,1,1,11,3,6.972444198214289,67,38,0,3,0
25,1,1,3,3,44.322553162452074,60,46,5,3,0
42,1,2,15,3,41.75076583380741,85,55,98,3,1
24,1,2,3,1,14.03375788702968,23,65,22,3,0
40,1,2,4,4,15.84478371340215,50,58,9,1,0
29,1,1,5,4,49.154706544890125,89,48,18,2,0
29,1,3,3,3,46.87724472981724,93,15,50,2,0
36,1,1,1,3,4.953801048832406,15,83,86,1,1
40,1,3,15,4,23.375144484975408,21,86,67,2,1
33,1,2,5,3,6.094587698577641,56,97,83,2,0
28,1,2,14,1,1.7960133631399302,61,74,82,2,0
20,1,3,14,3,49.04147085400942,70,32,90,2,0
38,1,2,7,2,46.14340117160751,89,25,56,2,0
32,1,3,5,4,5.832029208243571,69,62,67,2,0
49,1,2,14,2,17.002836344264548,22,40,61,1,1
47,1,3,15,2,3.225451963808567,30,9,25,2,0
27,1,2,4,4,23.564258858881995,8,41,18,3,0
21,1,3,7,1,30.066050986252662,34,16,49,1,1
41,1,3,13,3,10.583565941513717,20,8,80,2,0
22,1,3,7,2,24.72721750792781,63,35,21,2,0
46,1,2,2,3,19.0743574910906,94,72,12,1,1
37,1,3,11,2,18.936350977304937,51,79,11,1,1
31,1,2,15,4,27.46337240717951,33,35,9,2,0
20,1,2,11,3,30.21979607947287,95,47,64,1,1
41,1,2,13,3,40.84307851380955,34,50,95,3,0
31,1,2,6,5,18.048328173124233,14,96,29,2,0
24,1,2,0,3,41.273314152029336,95,94,7,2,0
35,1,3,8,3,37.30306630312372,82,76,43,2,1
50,1,2,6,1,46.88863262472198,96,79,8,1,1
34,1,1,9,5,46.41736051215048,27,92,66,2,0
42,1,3,4,1,31.228705512912107,94,5,53,3,0
34,1,3,7,5,27.388103266822377,84,25,25,2,0
24,1,3,1,4,28.872048358179995,97,74,84,3,1
40,1,2,8,3,49.91654038386239,63,87,93,3,0
26,1,3,1,1,23.367527450281283,5,59,7,1,1
25,1,2,2,3,11.522983608826712,72,62,9,3,0
47,1,3,11,4,35.47915327666149,100,64,47,2,1
25,1,2,0,3,15.518094268334048,97,89,53,2,0
37,1,2,14,3,5.100537060409382,37,75,77,2,0
21,1,4,9,2,15.924654903748165,25,13,39,3,0
49,1,4,14,1,17.4380063777225,91,71,80,1,1
21,1,2,0,3,37.55051745697416,55,56,45,1,0
25,1,2,7,5,12.878000728388493,77,89,38,2,0
20,1,2,3,3,25.463963052580155,91,49,14,2,0
34,1,2,10,3,37.13843380053978,87,15,87,2,0
38,1,3,8,4,41.91502547196909,18,21,15,1,1
24,1,1,11,2,10.178205710846644,90,18,65,2,0
48,1,2,11,2,42.04596068065001,82,65,12,2,0
23,1,3,5,2,22.444219469735508,23,38,46,3,0
29,1,1,2,3,10.449282998558756,25,72,8,2,0
36,1,1,6,4,14.376351512417116,27,15,33,3,0
36,1,4,2,5,12.718504533893777,99,24,90,2,0
47,1,2,15,1,7.178324370078808,28,17,28,3,0
21,1,1,6,1,17.07665044191704,60,38,63,2,0
25,1,2,3,5,2.7325354907008537,92,67,23,1,1
30,1,2,7,5,2.9024589155045457,66,44,22,1,0
34,1,2,4,1,20.16939318159993,25,97,95,1,1
42,1,3,2,2,44.264727960051225,98,75,98,2,1
50,1,3,11,1,6.757789370143518,17,61,57,2,0
41,1,3,13,4,34.34828517435909,0,51,76,1,1
35,1,3,14,5,11.03564214568961,60,85,4,1,1
23,1,2,3,5,10.749836876050988,67,58,95,1,1
27,1,4,11,3,16.67386799232252,40,67,20,2,0
23,1,1,6,5,32.02784235117293,36,8,23,2,0
43,1,3,7,2,32.917503256536534,50,92,17,1,1
44,1,4,8,2,35.96923704936836,14,21,20,1,1
22,1,1,12,1,6.600585653410284,7,26,53,2,0
22,1,2,15,3,43.47322149642777,37,9,9,2,0
46,1,2,10,1,27.642356614162992,82,79,23,3,0
48,1,1,5,4,38.018914847050986,89,9,59,1,0
38,1,3,11,2,38.82695836131204,77,61,22,2,1
38,1,3,4,1,5.762446698643474,48,4,21,3,0
24,1,1,2,5,21.181294763494854,82,62,33,1,1
37,1,2,11,5,50.678908640960934,29,55,69,2,0
47,1,2,2,4,9.744196809743132,4,58,27,3,0
29,1,4,12,3,34.6322171763395,94,62,94,2,1
41,1,3,1,5,37.2393487479193,82,58,38,3,0
40,1,4,15,1,26.267683411891305,30,50,41,2,0
25,1,1,5,5,34.998585504468814,51,49,22,2,0
24,1,2,12,1,38.2814166260251,97,47,79,2,0
45,1,3,6,3,25.673999903643885,39,51,16,1,1
33,1,3,7,4,47.15869943096324,5,98,64,3,1
36,1,2,8,5,37.496175964291055,40,33,68,2,0
32,1,2,15,2,23.503208520787908,74,42,92,2,0
46,1,2,2,1,11.235972697499946,68,15,11,2,0
44,1,2,11,5,14.966974263827977,46,88,47,2,0
41,1,2,0,2,19.469558222755687,78,94,87,2,0
34,1,1,10,3,8.97699783442118,12,40,61,2,0
43,1,2,14,3,45.27797217928157,10,80,43,1,1
49,1,2,12,3,1.5005205279568214,89,46,18,1,1
50,1,3,4,4,29.583943917486927,91,53,7,1,1
35,1,2,13,2,17.582892208850875,23,54,54,2,0
48,1,2,3,1,37.15285627301649,92,94,46,2,0
36,1,2,8,4,26.387607593133215,72,18,1,3,0
45,1,2,14,4,25.955432905380327,3,61,93,2,0
36,1,2,4,1,1.7847952798139823,79,64,31,1,1
39,1,2,6,5,13.84150188625926,9,17,76,2,0
34,1,2,14,1,5.625831059154723,72,25,10,2,0
34,1,2,5,5,6.0470812778199425,58,18,9,2,0
41,1,3,12,2,1.1092071428624386,59,5,54,3,0
33,1,4,14,1,32.93363180602026,2,0,19,2,0
42,1,1,0,2,5.6816446666814615,57,50,67,1,0
33,1,2,3,2,48.753159356311826,88,84,4,3,0
21,1,4,12,4,1.0634038457745123,1,24,22,2,0
43,1,2,0,1,47.3332776943435,99,92,27,3,0
38,1,3,14,4,25.184541157339694,23,9,96,2,0
30,1,2,1,5,13.176416944976816,62,60,26,2,0
34,1,2,10,2,47.58296248795095,78,9,17,3,0
47,1,4,12,1,6.241787360299566,25,30,59,3,0
32,1,2,6,3,14.397137505342393,64,59,73,1,1
34,1,2,14,3,21.320927050106892,10,61,94,2,0
42,1,2,12,1,19.964169586377228,58,79,100,2,0
24,1,1,6,1,3.361243824737741,61,71,1,2,0
47,1,2,4,3,9.821988523517517,80,87,65,2,0
29,1,2,0,1,48.795158619409115,35,76,41,1,0
44,1,2,8,3,18.746560048400813,89,31,41,1,1
36,1,2,12,5,26.15895835256723,20,87,19,2,0
26,1,1,15,3,25.664041366928004,12,79,96,2,0
31,1,2,1,1,49.603966773727855,69,34,41,1,0
44,1,4,14,2,8.957954199691493,0,32,46,1,1
32,1,2,13,1,21.974074254490983,76,36,88,2,0
23,1,2,15,1,11.775642877388442,30,100,33,2,0
29,1,1,1,1,12.053577640699592,85,89,72,2,0
22,1,2,12,3,37.460547425042655,36,80,69,2,0
28,1,2,13,3,26.01452593390898,46,63,17,1,1
41,1,4,13,5,28.84193473451205,35,83,59,2,0
27,1,1,0,5,6.7802805305756095,70,36,80,1,0
36,1,2,7,5,20.431547280355137,41,28,71,2,0
31,1,2,2,1,2.8610852284664583,47,11,64,3,0
38,1,2,3,3,46.88003481309501,73,16,52,1,0
24,1,2,3,5,45.14115813392469,20,25,4,1,0
25,1,2,9,5,24.64952968490763,59,82,23,2,0
21,1,2,4,5,24.10196714197778,64,41,16,2,0
46,1,1,6,2,46.15139367464058,32,60,100,2,0
43,1,1,15,4,3.5426711817910563,37,57,19,2,0
46,1,3,3,1,44.17784014991549,24,53,2,2,0
44,1,2,3,1,34.5432443500953,91,14,50,1,0
20,1,4,8,1,34.221189329633894,32,64,47,2,0
25,1,2,2,2,32.09683668783546,48,78,64,2,0
49,1,3,0,1,23.222047883574938,68,92,61,3,0
50,1,3,12,5,8.08086224933086,87,95,12,1,1
43,1,2,13,4,6.12481645946064,5,31,68,3,0
42,1,2,8,1,27.773247482847708,88,52,40,2,0
42,1,1,7,1,16.1472583945042,24,68,0,2,0
22,1,3,7,5,38.22984879815379,0,61,88,1,1
27,1,3,11,2,50.631277422643514,48,17,99,2,0
24,1,2,0,5,35.916898563970136,18,98,62,1,1
43,1,2,7,2,34.60262702526809,28,55,9,2,0
47,1,4,6,1,2.085004763777081,16,53,61,1,1
34,1,2,0,3,29.280176387402168,60,2,66,2,0
41,1,2,15,5,1.6756821153091286,48,36,96,2,0
36,1,1,9,5,19.14329084975517,75,100,73,2,1
49,1,1,12,2,31.054558369815137,59,2,94,3,0
25,1,2,4,1,45.43210569182586,49,34,70,3,0
38,1,2,7,5,25.192498501661163,2,51,35,2,0
44,1,4,7,3,16.822728826672883,56,27,77,1,1
21,1,2,5,3,18.10932028793287,49,93,2,2,0
34,1,2,5,5,10.723175959115688,67,17,66,2,0
30,1,2,1,2,29.097405499661964,80,35,85,1,1
27,1,3,5,1,16.72820754636826,49,32,18,2,0
38,1,3,12,1,35.25030433315894,45,25,75,2,0
32,1,4,15,3,36.38766038026991,41,47,53,2,0
45,1,2,8,1,23.116772902510775,10,6,12,2,0
23,1,1,2,5,16.77081956293417,23,7,50,3,0
38,1,2,2,4,35.129963989065274,63,55,31,2,0
39,1,3,0,2,49.945977805994985,97,57,34,2,0
31,1,2,2,5,14.362934257353087,87,47,69,2,0
33,1,2,2,2,21.72170234841657,75,73,61,2,0
24,1,3,11,2,46.01561197872454,88,75,67,2,1
49,1,2,10,3,34.24089953581355,91,19,32,2,0
30,1,3,0,4,6.260977761908486,60,100,76,1,1
50,1,3,5,1,34.60098810902675,14,47,55,1,0
32,1,2,7,4,41.28819591466657,50,53,53,2,0
30,1,2,5,1,42.26243333260904,26,77,18,1,0
20,1,2,1,2,21.706575728954917,73,70,11,1,1
37,1,1,6,2,14.412517946115535,57,73,69,2,0
29,1,2,2,2,9.766712068842995,90,72,90,2,0
42,1,3,3,1,8.4404357259088,45,47,24,3,0
29,1,2,5,4,39.79361447720633,30,73,2,2,0
21,1,3,9,1,16.559736890200462,60,8,47,1,1
39,1,2,12,5,11.452906439043309,45,96,66,2,0
50,1,2,9,5,46.30095355221816,73,44,87,3,0
36,1,2,8,1,13.845714234614668,3,6,19,1,0
28,1,4,3,1,41.04013439892623,90,15,10,1,1
30,1,2,6,5,32.60612142245115,51,18,95,1,1
34,1,2,11,1,26.17567556489983,88,5,26,3,0
43,1,2,13,2,4.005427803919791,30,10,20,3,0
25,1,2,2,1,46.79674812555768,74,75,12,1,1
42,1,1,9,4,31.7725710192203,83,60,85,1,1
49,1,2,10,2,30.072697396431213,29,19,17,1,1
28,1,3,14,5,37.64387264419492,3,98,59,2,1
21,1,2,11,1,26.417774378229613,79,39,22,2,0
22,1,3,7,2,14.305397808464958,84,1,28,3,0
22,1,2,15,4,42.6595829892727,25,49,46,1,0
20,1,2,1,5,22.33951860969597,99,40,29,2,0
27,1,1,3,5,33.43675694378671,18,44,89,3,0
47,1,4,11,1,32.687704359516815,44,61,37,2,0
48,1,2,10,1,8.025365155429665,25,85,82,3,0
27,1,2,8,1,23.147550537396636,21,46,26,2,1
40,1,2,13,1,30.15338422110718,36,79,78,3,1
24,1,2,12,5,49.01090361914123,65,30,79,2,1
24,1,2,8,3,34.01679152570638,16,66,16,1,1
23,1,1,13,2,11.41388375767729,76,57,63,2,0
44,1,2,5,1,11.261004364703592,74,17,13,1,0
27,1,2,15,2,39.74642361529775,71,88,6,2,0
38,1,1,7,2,7.86516875708022,80,51,55,1,0
20,1,2,9,4,6.145254417100031,29,71,47,2,1
42,1,1,10,1,37.50650938882124,12,8,16,2,1
50,1,1,15,4,20.362302410173747,18,36,35,2,0
44,1,2,2,3,10.043726221266818,82,52,92,1,1
36,1,1,11,1,37.738090567767216,53,79,99,1,1
20,1,1,8,2,13.607197791947176,85,23,37,2,0
34,1,3,4,3,25.54051506340214,81,20,100,1,1
42,1,2,11,4,4.77666345784538,60,99,61,1,0
21,1,2,9,4,31.893332720601833,86,39,47,3,1
27,1,2,14,1,44.70844607410342,30,13,77,1,0
38,1,2,1,1,36.39704578699974,32,41,3,2,0
26,1,4,3,1,36.682603724687134,77,49,43,1,1
38,1,1,11,2,13.620085747107565,79,60,55,3,0
25,1,3,6,2,33.84076155442245,10,3,41,1,1
25,1,1,3,5,10.910313261775984,32,71,99,3,0
38,1,3,6,1,32.11879657365871,47,16,81,1,0
29,1,2,0,2,15.408226144197569,77,56,20,1,1
34,1,3,8,1,3.4796754110043064,52,47,78,3,0
34,1,2,1,2,5.734049525239753,79,43,56,1,0
39,1,2,9,4,31.03033145935913,89,79,66,2,1
49,1,2,4,3,4.123988067891043,5,89,47,2,1
23,1,3,0,5,35.2600726884933,49,46,32,2,0
25,1,2,5,3,35.55529350269256,94,71,32,1,0
44,1,3,4,2,45.159652646180426,11,70,30,3,1
20,1,3,13,4,48.40992533715337,22,33,20,3,1
48,1,2,12,1,25.337552417615775,53,52,26,2,0
21,1,3,13,2,23.45416963380567,54,69,11,1,1
46,1,2,13,4,33.497604908294456,38,52,6,2,1
41,1,1,7,1,28.00396609610979,54,58,37,2,0
34,1,4,5,2,18.98947066909648,20,88,24,2,1
43,1,2,15,3,6.6192966145762915,51,79,23,2,0
43,1,2,14,4,25.620087960216782,42,36,55,1,0
34,1,1,6,2,42.836484307189295,51,84,62,1,0
27,1,2,10,3,14.847730906230494,43,97,7,2,0
24,1,1,1,2,4.2899108897619485,31,91,58,1,1
34,1,2,11,5,12.910471773780806,63,40,26,2,1
