Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision
23,0,2,15,2,47.25322782235275,22,99,48,1,1
45,0,1,14,1,19.30565589643756,67,34,67,2,0
47,0,1,2,4,15.972886196712732,92,5,64,2,0
37,0,2,3,4,14.442845645208584,64,30,53,2,0
23,0,2,14,5,33.50566117096068,89,2,99,2,0
50,0,2,7,4,7.080262967402855,63,73,6,3,0
28,0,2,14,3,45.951199132474194,78,51,27,2,0
39,0,2,13,5,6.788002312316232,18,100,88,2,0
32,0,2,3,5,43.20929479120408,23,83,79,1,1
32,0,3,6,5,5.033488369558869,85,69,11,2,1
22,0,2,0,4,35.459070521375835,9,81,77,2,0
48,0,2,0,2,18.07347033042212,40,92,50,2,0
37,0,3,9,2,41.6855135378654,59,62,95,2,1
29,0,2,1,3,10.144652653433432,94,26,50,1,0
43,0,2,1,3,29.372160401161477,43,11,63,2,0
46,0,1,9,2,14.677101450096846,100,64,27,1,1
32,0,4,1,5,20.982900104287683,92,63,15,1,1
24,0,2,10,4,50.14300589277102,81,25,62,1,1
42,0,3,3,5,27.82351955942366,46,14,75,2,0
41,0,1,7,2,36.06817801552207,75,100,16,3,0
37,0,2,15,1,3.4756314851146763,77,94,12,2,0
36,0,2,14,2,18.083728690922705,73,64,57,2,0
40,0,2,3,5,46.15953453613928,19,75,36,1,0
45,0,3,2,5,36.68531293383536,78,82,78,2,1
44,0,3,13,3,34.366592483384665,6,56,60,3,0
46,0,4,7,2,11.50959843594232,9,11,69,2,0
22,0,1,10,1,31.38892193034436,42,69,86,1,1
25,0,3,7,2,2.567133442943336,75,91,96,3,1
36,0,2,9,2,32.11514895370131,8,22,12,2,0
24,0,3,6,3,47.721010842125686,91,67,26,1,1
50,0,2,11,4,11.32672019860032,22,51,69,2,0
24,0,2,0,5,37.75130745525494,62,3,58,2,0
22,0,2,12,3,27.044108922375553,39,20,96,2,0
40,0,2,12,4,34.463289792182884,43,100,93,3,0
24,0,1,9,1,1.0313758314228083,57,6,50,1,0
38,0,2,14,1,39.22841318797152,32,16,91,1,1
33,0,1,7,1,31.809148260629865,81,33,41,2,0
32,0,2,6,4,35.837740746770216,71,65,97,1,1
23,0,2,1,3,14.708201883615006,29,86,37,2,0
20,0,1,6,1,39.15750288727806,31,85,6,2,0
36,0,2,10,5,41.112458961755706,85,57,70,2,1
27,0,1,11,5,20.255306149496025,56,97,49,2,0
21,0,2,13,3,21.894199830880485,8,78,51,2,0
50,0,2,13,2,15.45683592093805,70,14,25,2,0
26,0,1,15,1,6.849152319262879,12,92,8,1,1
45,0,2,5,2,23.663373037751068,57,56,60,3,0
45,0,2,9,5,43.658790612890016,2,86,19,2,0
41,0,1,15,1,4.946492751920616,96,59,79,1,1
49,0,2,0,2,17.930561455631626,5,69,20,2,0
49,0,2,6,5,3.771649447061692,84,73,21,1,1
46,0,2,14,3,28.70938255023956,96,79,17,3,0
44,0,1,14,3,30.395116244740727,31,67,65,1,1
36,0,4,9,4,47.727012281093,51,21,47,2,0
33,0,2,5,3,39.658384587347946,78,92,91,2,0
21,0,1,12,3,6.313295239619792,77,2,99,2,0
30,0,1,8,5,39.92142033907,18,51,25,2,0
38,0,3,15,3,9.526902444911292,14,73,33,2,0
21,0,2,7,1,44.865486809651784,83,51,54,2,0
37,0,1,14,5,34.61809289660972,81,88,14,2,0
34,0,3,14,2,14.905608377690172,50,67,17,1,1
46,0,1,6,4,10.221759529213248,72,27,95,3,0
38,0,2,6,5,25.875821343721675,95,70,22,2,0
50,0,3,12,1,14.79744140785938,52,9,61,3,0
39,0,4,15,1,4.831120099610136,58,99,86,1,1
44,0,4,8,3,34.201651655565875,69,65,98,1,1
43,0,4,9,4,15.30449610156303,57,13,52,1,1
47,0,1,4,4,48.26535201258184,12,53,63,2,0
49,0,1,1,5,46.85383897349066,42,42,62,1,0
42,0,2,12,5,30.171310757204555,75,41,91,2,0
29,0,4,15,1,24.13051516284892,50,80,79,2,1
36,0,2,14,4,35.1663181313865,20,67,69,1,1
43,0,2,11,2,15.089867519824622,44,18,62,1,1
29,0,2,8,3,26.960348730173006,81,53,80,3,1
39,0,2,1,2,7.184542530688036,16,22,36,2,0
43,0,2,15,5,30.16380985695483,67,84,42,2,0
24,0,4,6,4,37.73796444246893,43,10,85,2,0
40,0,2,10,1,7.361244346850537,67,24,70,3,0
21,0,3,8,2,46.734728016852856,73,62,33,3,1
32,0,2,15,4,25.67718297947265,24,95,47,2,0
49,0,1,13,1,23.678640480758737,94,29,11,2,0
30,0,3,12,2,37.43185111584496,1,89,78,1,1
35,0,1,12,2,27.403404046603946,88,60,96,1,1
30,0,3,0,5,11.10404680432604,48,99,12,2,0
38,0,1,0,5,6.503688009052859,69,50,86,3,0
44,0,2,5,3,42.85809820975128,71,8,44,1,0
42,0,2,12,1,31.142319019781823,26,1,64,1,1
35,0,3,8,5,37.37682136150713,88,4,46,3,0
30,0,2,9,5,30.40630327339274,53,68,4,1,1
27,0,1,5,5,45.00773664551295,2,4,59,2,0
48,0,2,5,2,24.566089705253415,55,60,84,1,1
37,0,1,14,2,50.05488122567548,46,50,88,1,1
45,0,2,7,5,6.900301330968744,9,5,56,2,0
40,0,2,13,1,2.3735281256492424,40,69,67,2,0
48,0,3,5,1,9.669803310305968,70,88,98,2,0
20,0,3,15,2,11.14365879571173,87,3,69,1,1
28,0,4,5,2,50.780952981135336,22,31,1,1,0
31,0,2,7,1,34.282525031297986,47,50,23,2,0
21,0,1,13,2,1.792592111593815,37,73,69,3,0
33,0,3,5,3,45.43732584069065,99,35,59,1,1
45,0,2,13,1,4.083729181047873,26,69,49,1,1
28,0,1,9,1,29.325908279391506,56,58,46,2,0
45,0,3,2,1,33.47714793018302,16,52,66,2,0
44,0,2,15,4,16.131159146437753,70,18,64,2,0
34,0,1,10,4,23.999083483905043,90,97,26,2,0
30,0,2,14,1,45.120459322189426,85,93,58,2,0
23,0,2,8,2,6.5071141459483215,45,98,93,1,1
20,0,2,14,2,20.475801297270433,17,92,38,1,1
27,0,3,13,2,13.053217292836832,42,58,44,3,0
22,0,2,9,5,19.004981539105664,32,67,64,2,0
48,0,3,3,2,5.491106471280237,92,27,37,2,0
50,0,1,3,3,10.950564720759411,30,54,58,3,0
43,0,3,12,5,50.99246222432001,27,56,89,1,1
45,0,2,9,2,8.062184901327868,54,7,80,3,0
47,0,2,1,3,47.03140683553879,13,96,16,1,0
43,0,2,3,2,31.546319374173898,14,87,59,3,0
32,0,2,0,3,45.7003598958403,23,46,45,2,0
45,0,2,5,2,27.085590068345915,77,54,51,3,0
33,0,2,3,2,14.133486766524229,63,63,9,1,0
46,0,2,0,2,39.363958875781506,70,82,45,2,0
26,0,2,12,1,16.777673722155544,26,55,42,2,0
22,0,3,0,4,40.44725619674634,36,11,25,2,0
34,0,2,7,2,35.08927488942273,93,32,54,2,0
42,0,3,9,3,45.43762418751362,90,70,47,1,1
33,0,3,7,5,35.62570063805965,38,16,28,3,0
37,0,4,13,4,27.00973038619428,3,69,68,1,1
45,0,1,7,2,29.28710130354507,28,16,73,2,0
25,0,2,7,3,1.7655293313452716,0,49,20,2,0
22,0,3,10,3,40.028636291047,49,36,23,2,0
38,0,4,9,4,19.080365921269475,85,81,2,2,1
44,0,3,10,1,41.46847722184729,73,89,61,1,1
26,0,4,11,4,4.520268120125708,55,28,33,2,0
41,0,2,6,4,1.1979971506071376,8,10,67,1,1
45,0,2,1,5,26.058136572874517,10,95,44,2,0
49,0,3,5,3,20.18862289887046,74,5,74,2,0
36,0,4,0,2,18.70770983797475,69,17,4,3,0
39,0,4,6,2,20.53467685504744,85,12,48,3,0
44,0,3,12,2,34.291541382593124,55,73,36,2,0
32,0,3,13,1,21.75778380286552,90,0,77,2,1
37,0,2,1,4,9.460152583862593,77,62,18,2,0
34,0,3,12,2,10.37636114560833,46,88,77,1,1
23,0,2,10,3,1.5275818407950272,68,33,39,1,0
34,0,1,4,2,5.571313443085462,57,9,16,1,0
21,0,2,4,1,45.593656500420494,31,6,98,2,0
34,0,2,15,4,15.358238256527873,97,55,92,3,1
27,0,2,6,5,17.387361294806407,63,79,41,1,1
29,0,4,14,1,34.65556740622643,80,47,99,2,1
28,0,2,8,3,50.53744046966094,29,83,6,2,0
39,0,4,11,4,26.98425155751885,12,11,27,1,1
45,0,1,14,3,10.528802325859692,0,20,61,3,0
32,0,3,13,4,18.047390082130487,25,33,36,2,0
25,0,2,0,2,45.97563825481549,76,6,89,1,1
24,0,2,8,3,48.043995317074234,58,34,14,2,0
40,0,4,5,3,23.637716885437005,100,89,7,1,1
41,0,2,14,4,42.777011227185376,40,98,12,2,0
40,0,3,0,5,49.08063792166416,29,24,47,1,0
25,0,3,11,4,39.75409001695596,56,58,2,3,0
42,0,2,10,5,31.33964479106684,47,85,72,2,0
35,0,2,1,4,43.47349507918312,71,5,30,3,0
23,0,3,15,3,28.06018828856492,48,51,25,2,0
49,0,4,8,2,41.19299431244113,46,78,80,3,1
30,0,3,15,2,26.444262758712288,55,87,55,1,1
49,0,3,14,2,4.122213748696207,64,20,33,2,0
49,0,2,11,5,20.19735044520776,11,70,8,2,0
28,0,3,8,4,5.257181827804107,64,58,76,3,1
38,0,1,10,2,49.22160897839904,31,3,46,3,0
50,0,2,13,3,36.89352902759643,2,85,3,3,0
23,0,2,10,1,15.689723532716377,59,80,51,1,1
50,0,3,9,5,36.107838259845195,49,23,27,1,1
25,0,1,13,4,19.58634923082303,1,65,5,2,0
21,0,4,2,3,1.8856925304694507,72,12,26,2,0
39,0,1,10,2,36.159989238774344,55,61,11,2,0
30,0,4,10,4,32.559403903003556,59,14,51,2,0
23,0,2,14,5,9.180824437127754,35,68,47,2,0
25,0,2,0,1,26.19565126903,16,36,45,2,0
43,0,1,4,2,43.43032759493899,19,62,14,2,0
49,0,2,6,2,37.42112436497191,42,86,13,2,0
45,0,4,4,1,5.218544821925252,36,63,98,1,1
31,0,1,2,2,18.999620938952894,14,39,68,2,0
24,0,3,5,2,4.83616997280114,32,16,9,3,0
25,0,3,7,3,22.314885870171295,79,39,32,2,0
41,0,4,0,1,34.43354424489465,19,56,98,2,0
39,0,2,10,2,44.57442708786942,79,30,74,2,0
20,0,2,7,2,12.874302118109991,93,58,23,1,1
36,0,2,4,4,20.318406856840348,64,11,82,1,0
34,0,2,1,4,22.075559125514527,87,30,39,3,0
20,0,3,14,1,5.719873795192958,72,82,53,2,1
45,0,1,7,1,7.285295325605783,85,62,43,2,0
25,0,4,6,3,39.122226096955,16,38,98,2,0
23,0,3,2,3,32.7713960351486,93,70,35,2,0
22,0,2,11,3,44.410153788948946,85,74,42,2,0
25,0,2,5,2,35.893219767607214,60,28,10,1,0
43,0,2,4,4,50.966813999175216,30,92,11,2,0
24,0,2,3,5,1.5057215830417905,11,99,40,2,0
31,0,1,9,2,23.339183825410576,31,82,2,1,1
21,0,3,0,1,23.375012390521416,31,55,83,2,0
32,0,1,10,3,48.75114598058342,98,94,27,1,1
27,0,3,3,2,46.981745401403714,52,16,22,3,0
20,0,3,3,3,43.424110496686986,84,33,41,1,1
24,0,2,15,1,28.079846139924346,79,87,39,2,0
28,0,1,0,5,32.47118555585503,6,8,5,3,0
22,0,2,11,1,10.6345547346484,35,41,34,2,0
49,0,3,2,4,31.31930584915264,53,12,46,1,0
50,0,2,13,1,34.87316771199867,53,11,85,1,1
36,0,2,7,1,27.288516834161275,16,84,27,1,1
24,0,1,7,5,36.90508689780113,74,73,20,1,1
47,0,3,11,2,48.38847910160741,98,49,30,1,0
31,0,1,0,3,3.6848539299653416,21,35,59,2,1
37,0,1,9,5,6.312285423478025,42,91,36,3,1
33,0,2,1,5,9.683581847716992,26,87,20,2,1
40,0,3,15,2,35.50855353021661,36,68,13,2,0
43,0,2,7,5,33.279793637490435,45,36,88,1,1
30,0,2,0,2,45.6029430104847,34,11,90,2,1
31,0,3,7,2,50.59158962318151,79,53,94,1,1
41,0,2,5,2,37.3634235226217,80,8,83,2,1
30,0,3,14,5,29.071918896656214,57,4,88,1,0
28,0,2,15,4,43.45218795892984,62,75,86,3,0
24,0,1,7,2,23.182287439928615,27,0,92,1,0
33,0,2,11,3,46.93736524021257,64,43,14,3,0
47,0,2,14,4,23.018711151260533,43,21,58,1,0
49,0,3,7,3,28.438992963150582,99,37,2,2,0
22,0,1,6,4,40.81428414714005,42,18,9,2,1
38,0,2,14,4,27.135472703380053,39,86,82,2,0
46,0,2,1,5,2.179598389039793,37,41,10,1,0
33,0,2,2,3,21.68664487901649,84,81,47,2,0
45,0,4,9,2,15.962420963008022,60,25,4,3,1
49,0,2,7,4,38.405283394374464,8,12,68,2,1
32,0,3,9,2,10.47595216186884,60,66,49,2,1
29,0,3,8,2,7.280780657811796,79,86,25,2,1
44,0,1,9,4,16.55035018354437,15,2,71,2,1
37,0,4,3,1,45.296105722171255,1,54,68,1,1
27,0,1,7,5,37.762560815339675,42,90,15,1,1
26,0,1,9,3,40.86684028249813,41,57,54,2,1
27,0,1,2,2,14.470894466478583,76,62,77,1,0
33,0,3,2,1,45.37208453762439,56,90,100,3,0
48,0,1,4,3,17.817286335779098,87,88,3,2,1
25,0,3,2,1,30.337405948367145,66,23,99,1,1
34,0,1,0,1,40.220283280420006,6,93,69,1,0
20,0,2,14,3,25.644814279230136,8,82,79,2,1
33,0,2,14,5,34.292888310813865,1,61,9,3,0
40,0,2,1,4,19.93371049863918,49,69,35,2,0
27,0,2,6,5,48.72113901605369,74,68,28,1,1
22,0,3,6,4,8.200161195991106,6,87,12,2,0
26,0,2,15,4,50.97339471012901,30,74,45,2,0
27,0,1,15,3,22.549393632859527,46,84,32,3,1
39,0,2,5,2,31.19602218311137,91,89,79,2,1
48,0,2,13,1,2.6428348870198173,18,44,68,2,1
20,0,2,2,5,25.95849166313309,80,90,69,2,1
26,0,1,8,4,37.061223374945826,48,32,75,2,0
46,0,4,3,4,12.51975357572822,72,30,99,2,1
48,0,4,3,2,50.09485700176228,80,5,35,2,1
24,0,2,0,4,36.11624897098534,68,13,90,2,0
46,0,2,3,2,43.598462677792085,99,15,71,2,1
42,0,3,5,4,18.830445643719305,58,42,100,2,0
20,0,2,12,1,14.069865828019744,35,72,61,2,1
49,0,1,14,5,48.32992863891693,2,73,95,1,0
23,0,2,9,2,37.3151750184409,57,80,25,2,1
41,0,4,9,4,11.984106668791316,87,11,65,1,1
29,0,4,3,5,40.822588476890466,56,18,21,2,1
24,0,2,14,4,28.353149545922108,16,40,16,2,1
29,0,1,8,2,38.68841010225262,89,28,67,2,1
20,0,1,4,2,32.10045944044903,67,69,36,3,1
25,0,2,8,5,38.48071421938867,44,88,95,2,0
32,0,1,9,1,37.378151771610035,75,63,10,1,0
50,0,2,4,4,32.493620009158946,0,23,0,1,1
23,0,2,0,4,21.29060461001358,82,15,41,2,1
32,0,3,10,4,49.52192744420487,20,51,51,2,0
39,0,2,11,3,14.425245862641766,81,5,52,2,0
48,0,2,3,4,9.183783186486393,66,3,80,3,1
48,0,2,4,4,36.29926330254092,9,37,44,2,1
